symbol,model,day,is_gap,entry,exit,result,pnl_pct
TSLL.US,B_LIMIT,2025-08-08,False,12.13,12.123935000000001,CUTOFF,-0.04999999999999623
TSLL.US,B_LIMIT,2025-08-18,False,12.4,12.503745,CUTOFF,0.8366532258064514
TSLL.US,B_LIMIT,2025-08-19,False,12.67,12.364814500000001,STOP,-2.408725335438031
TSLL.US,B_LIMIT,2025-08-25,False,12.9,13.27336,CUTOFF,2.8942635658914724
TSLL.US,B_LIMIT,2025-08-26,False,13.45,13.663165000000001,CUTOFF,1.58486988847585
TSLL.US,B_LIMIT,2025-09-03,False,12.37,12.27386,CUTOFF,-0.777202910266761
TSLL.US,B_LIMIT,2025-09-26,False,20.2,20.699645,CUTOFF,2.473490099009906
TSLL.US,B_LIMIT,2025-09-30,False,21.02,21.099445,CUTOFF,0.37794957183634525
TSLL.US,B_LIMIT,2025-10-09,False,19.92,19.999995000000002,CUTOFF,0.4015813253012061
TSLL.US,B_LIMIT,2025-10-13,False,19.12,19.880055000000002,CUTOFF,3.9751830543933115
TSLL.US,B_LIMIT,2025-10-15,False,20.17,19.3593155,STOP,-4.019258800198317
TSLL.US,B_LIMIT,2025-10-20,False,20.78,20.899545,CUTOFF,0.5752887391722746
TSLL.US,B_LIMIT,2025-10-21,False,21.04,20.54972,STOP,-2.330228136882122
TSLL.US,B_LIMIT,2025-10-28,False,22.11,22.00899,CUTOFF,-0.45685210312075397
TSLL.US,B_LIMIT,2025-11-05,False,21.315,21.909040000000005,CUTOFF,2.7869575416373595
TSLL.US,B_LIMIT,2025-12-04,False,20.42,20.559715,CUTOFF,0.6842066601371152
TSLL.US,B_LIMIT,2025-12-10,False,19.56,19.650170000000003,CUTOFF,0.46099182004092065
TSLL.US,B_LIMIT,2026-02-10,False,16.585,16.55172,CUTOFF,-0.20066324992463855
TSLL.US,B_LIMIT,2026-02-20,False,15.36,15.43228,CUTOFF,0.4705729166666733
TSLL.US,B_LIMIT,2026-03-09,False,13.93,14.342825000000001,CUTOFF,2.963567839195991
TSLL.US,B_LIMIT,2026-03-24,False,13.119,12.993500000000001,CUTOFF,-0.9566277917524114
TSLL.US,B_LIMIT,2026-03-31,False,11.75,12.203895000000001,TP,3.8629361702127745
TSLL.US,B_LIMIT,2026-04-02,False,11.87,11.57421,STOP,-2.4919123841617394
TSLL.US,B_LIMIT,2026-04-09,False,10.42,10.444775,CUTOFF,0.23776391554702486
TSLL.US,B_LIMIT,2026-04-15,False,11.765,12.448772500000002,TP,5.811920951976215
TSLL.US,C_MARKET,2024-11-05,True,12.1370655,11.9730105,CUTOFF,-1.3516858749753073
TSLL.US,C_MARKET,2024-11-07,True,15.797894999999999,16.611690000000003,TP,5.151287560779486
TSLL.US,C_MARKET,2024-11-15,True,18.869429999999998,18.7056425,CUTOFF,-0.868004491921579
TSLL.US,C_MARKET,2024-11-19,True,21.200595,21.60919,CUTOFF,1.927280814524318
TSLL.US,C_MARKET,2024-11-22,False,21.335662499999998,22.5637125,TP,5.755855952445833
TSLL.US,C_MARKET,2024-11-29,True,20.85042,21.349320000000002,EOD,2.392757555962914
TSLL.US,C_MARKET,2024-12-02,False,23.061525,22.818585,CUTOFF,-1.0534429097815554
TSLL.US,C_MARKET,2024-12-04,False,22.35117,22.88855,CUTOFF,2.4042589269376005
TSLL.US,C_MARKET,2024-12-06,False,25.442715,26.936524999999996,TP,5.87126806239034
TSLL.US,C_MARKET,2024-12-11,False,30.23511,31.964010000000002,CUTOFF,5.718186571836528
TSLL.US,C_MARKET,2024-12-13,True,32.406195,32.93552400000001,TP,1.6334191656873362
TSLL.US,C_MARKET,2024-12-16,True,36.768375,37.36131,CUTOFF,1.612622260298434
TSLL.US,C_MARKET,2024-12-18,True,39.42970499999999,40.886546499999994,TP,3.6947816373467752
TSLL.US,C_MARKET,2024-12-20,True,33.906945,30.384800000000002,STOP,-10.387680164048982
TSLL.US,C_MARKET,2025-01-03,True,25.8078975,27.546220000000005,TP,6.735622303211667
